id;dob;dob_event_status;dob_event_data;dob_error;dob_notes;dfs;dfs_event_status;dfs_event_data;dfs_error;dfs_notes;dengrad;dengrad_event_status;dengrad_event_data;dengrad_error;dengrad_notes;weaned;weaned_event_status;weaned_event_data;weaned_error;weaned_notes;change_clan;change_clan_event_status;change_clan_event_data;change_clan_error;change_clan_notes;change_clan2;change_clan2_event_status;change_clan2_event_data;change_clan2_error;change_clan2_notes;change_clan3;change_clan3_event_status;change_clan3_event_data;change_clan3_error;change_clan3_notes;disappeared;disappeared_event_status;disappeared_event_data;disappeared_error;disappeared_notes,,,,,,
lip;NA;;talek;;;1998-09-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-09-12;dls;fate unknown;;,,,,,,
lira;1995-11-18;;talek;;;1996-01-02;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996-03-22;dead;;;,,,,,,
lita;2018-11-02;;talek;;;2018-12-28;;;;;2019-07-21;;;1;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-17;dls;;;,,,,,,
litl;2021-04-07;;talek;;;2021-11-07;;;;;2022-03-24;error;;22322;Never seen at den;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
live;2019-09-22;;talek;;;2020-09-28;;;;;2020-09-22;error;;22048;Graduated based on DOB, before DFS;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,
livt;2017-11-30;;kcm;;;2018-08-16;;;;;2018-08-16;error;;21664;LIVT was never seen at the den, hence the large error term;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,
liz;2020-11-14;;serena.n;;;2021-02-15;;;;;2021-08-16;;;0;Lv wlk, away from den, >200 from den;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,
liza;2019-11-13;;pond;;;2020-02-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-07-17;dls;;;,,,,,,
lj;2005-04-15;;talek;;;2005-08-04;;;;;2005-09-27;;;3;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-11-20;dls;inferred dead;;,,,,,,
ljoy;NA;;fig.tree;;;1992-11-29;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1993-03-25;dls;;;check EventStatus and EventData,,,,,,
lk;2001-11-19;;talek;;;2002-01-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-01-16;dls;;;,,,,,,
lky;2005-06-01;;talek.e;;;2005-07-16;;;;;NA;dbg;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-07-20;dls;;;,,,,,,
ll2;NA;;llion;;;1995-07-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995-07-02;dead;lions;;,,,,,,
llam;NA;;llion;;;1994-07-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1994-07-04;dead;;;,,,,,,
lln;NA;;fig.tree;;;2007-06-29;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-01-07;dls;unk;;,,,,,,
lma;NA;;;;;2002-10-08;;;;;NA;;;;;NA;;;;;2002-10-08;dispersal;talek.e;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-12-03;dls;dispersed;;,,,,,,
lmbo;2016-12-28;;serena.s;;;2017-01-18;;;;;2017-08-12;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,
lnce;2008-07-20;;happy.zebra;;;2008-08-20;;;;;2009-03-14;;;;DenGrad info not in table, instead taken from tblHyenas;2008-12-25;error;;53;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-05-09;dls;fate unknown;;,,,,,
lndo;2012-05-27;;serena.s;;;2012-07-09;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-08-09;dls;;;,,,,,,
lnki;2012-09-14;;mara.river;;;2013-05-14;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-08-25;dls;;;check EventStatus and EventData,,,,,,
lno;NA;;serena.s;;;2009-01-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-01-27;dls;fate unknown;;,,,,,,
lns;NA;;oz valley;;;2008-11-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lntl;2021-01-15;;serena.n;;;2021-04-30;;;;;2021-08-10;;;0;13Aug21 = away from den;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lnx;2006-03-01;;mara.river;;;2006-03-11;;;;;2006-10-11;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,
lob;2020-05-10;;talek;;;2021-02-20;;;;;2021-02-20;error;;22123.5;Never seen at den, first tick based on DFS, not in notes;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,
lobi;2017-09-19;;serena.n;;;2017-10-17;;;;;2018-09-14;grad;;1.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lobo;2020-04-15;;kcm;;;2021-07-20;;;;;2021-04-15;error;;22150.5;Graduated based on DOB, before DFS;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,
lock;2010-11-08;;happy.zebra;;;2010-12-13;;;;;2011-11-08;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-05-18;dls;fate unknown;;,,,,,
logc;2010-02-11;;serena.n;;;2010-03-07;;;;;2010-12-17;;;;DenGrad info not in table, instead taken from tblHyenas;2011-04-09;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-10-02;dls;fate unknown;;,,,,,
loha;2015-10-29;;talek;;;2016-01-29;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-02-21;dls;inferred dead;;,,,,,,
loin;1999-10-15;;mara.river;;;2001-05-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-03-09;dls;;;check EventStatus and EventData,,,,,,
loki;2008-04-20;;talek;;;2008-05-20;;;;;2009-01-28;;;;;2009-02-24;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-04-12;dead;humans (poison - april 2014);;,,,,,,
lol;NA;;olare;;;2008-11-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lola;2019-03-03;;kcm;;;2019-05-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-05-03;dls;;;,,,,,,
lole;2014-10-08;;happy.zebra;;;2014-10-29;;;;;2015-05-16;;;;DenGrad info not in table, instead taken from tblHyenas;2015-07-04;error;;44;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-09-19;dls;;;,,,,,
loop;2014-09-22;;mara.river;;;2014-03-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
lop;1995-02-15;;talek;;;1995-03-27;;;;;1995-12-09;;;1;;1995-11-15;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997-03-01;dead;;;,,,,,,
lop?;NA;;talek;;;1997-03-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997-03-13;dls;inferred dead;;,,,,,,
lord;2016-10-22;;talek;;;2016-11-23;;;;;2017-08-22;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,
lore;2021-01-11;;kcm;;;2021-11-01;;;;;2022-01-11;error;;22286;Graduated based on DOB, never seen at den;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,
lori;2022-04-02;;serena.s;;;2022-05-18;;;;;2022-12-22;;;8;>200, >200, >200, 2 ticks on 23Dec as we saw him in AM and PM obs;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,
loth;2009-12-20;;fig.tree;;;2010-01-30;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-02-03;dls;unknown;;,,,,,,
lotu;2015-10-31;;talek;;;2016-01-13;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-04-09;dls;inferred dead;;,,,,,,
lou;NA;;talek;;;2013-09-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-09-01;dls;dispersed;;,,,,,,
louv;2009-09-01;;fig.tree;;;2009-09-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-04-06;dls;unk;;,,,,,,
love;2019-01-29;;serena.n;;;2019-04-06;;;;;2019-10-04;;;4.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-04;dls;;;,,,,,,
lph;2001-06-15;;mara.river;;;2001-06-15;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-04-14;dls;;;check EventStatus and EventData,,,,,,
lpr;NA;;serena.n;;;2008-07-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-23;dls;;;,,,,,,
lrax;2015-12-14;;serena.s;;;2016-01-06;;;;;2016-09-13;;;;DenGrad info not in table, instead taken from tblHyenas;2016-09-26;;;13;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-12-21;dls;;;LRAX? Seen on 5-Mar-17,,,,,
lsb;NA;;mara.river;;;2006-01-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2007-04-27;dls;;;check EventStatus and EventData,,,,,,
lsd;2010-01-04;;serena.n;;;2010-02-04;;;;;2010-11-21;;;;DenGrad info not in table, instead taken from tblHyenas;2010-09-09;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-06-06;dls;fate unknown;;,,,,,
lska;2018-03-30;;talek;;;2018-06-18;;;;;2018-11-29;grad;;1.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
lski;NA;;mara.river;;;2002-09-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008-08-05;dls;;;check EventStatus and EventData,,,,,,
lstr;2013-12-22;;serena.s;;;2014-01-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-01-19;dls;;;,,,,,,
lt;NA;;talek;;;1993-08-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1993-11-16;dls;fate unknown;;,,,,,,
lth;NA;;serena.s;;;2008-11-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-02-04;dls;fate unknown;;,,,,,,
lu;2007-02-02;;fig.tree;;;2007-05-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-12-10;dls;;;check EventStatus and EventData,,,,,,
luc;NA;;fig.tree;;;1995-01-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995-01-23;dls;fate unknown;;,,,,,,
luci;2019-01-16;;happy.zebra;;;2019-02-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-02-20;dls;;;,,,,,,
luck;NA;;talek;;;1995-12-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995-12-02;dls;fate unknown;;,,,,,,
lucy;1997-09-01;;talek;;;1997-10-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997-10-04;dls;inferred dead;;,,,,,,
luda;2011-04-17;;serena.n;;;2011-05-08;;;;;NA;;;;DenGrad info not in table, instead taken from tblH;2012-04-18;error;;57;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-06-14;dls;fate unknown;;,,,,,
ludi;2014-08-05;;talek;;;2014-10-26;;;;;NA;dbg;;0;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-11-19;dls;inferred dead;;,,,,,,
lugi;2013-08-18;;talek;;;2014-03-18;;;;;2014-05-21;;;2.5;;2014-07-10;;;17.5;;2016-05-01;fission;pond;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
luis;NA;;talek;;;2017-05-27;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
luk;1997-12-08;;talek;;;1998-01-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-01-22;dead;illness;;,,,,,,
lulu;NA;;unknown;;;2019-09-01;;;;;NA;;;;;NA;;;;;2019-09-01;;happy.zebra;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lume;2017-12-17;;talek;;;2018-03-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-04-20;dls;;;,,,,,,
lun;2014-01-20;;talek;;;2014-02-24;;;;;NA;dbg;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-04-05;dead;starved (poison, april 2014);;,,,,,
luna;NA;;serena.s;;;2008-11-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-01-05;dls;fate unknown;;check EventStatus and EventData,,,,,,
luo;2004-02-07;;talek;;;2004-05-31;;;;;2004-09-01;;;0.5;;2004-10-07;;;0.5;;2007-05-07;dispersal;fig.tree;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008-03-20;dls;;;,,,,,,
lus;2005-05-01;;airstrip;;;2005-05-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-07-11;;;;,,,,,,
lush;2019-02-07;;;;;2019-07-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-01-24;dls;;;,,,,,,
lust;2011-09-06;;talek;;;2011-12-23;;;;;2012-07-07;;;0.5;;2012-06-10;;;2.5;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
lux;2009-12-24;;serena.s;;;2010-01-08;;;;;2010-10-29;;;;DenGrad info not in table, instead taken from tblHyenas;2010-07-26;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-05-25;dls;fate unknown;;,,,,,
luxy;2017-02-03;;talek.w;;;2017-03-25;;;;;2017-12-13;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-01-27;dls;;;,,,,,
lvlc;2012-10-10;;fig.tree;;;2012-12-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-12-09;dls;unk;;,,,,,,
lvtn;2010-01-08;;fig.tree;;;2010-01-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-04-06;dls;unk;;,,,,,,
lwig;NA;;unknown;;;2018-09-04;;;;;NA;;;;;NA;;;;;NA;dispersal;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lws;NA;;talek;;;1997-05-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997-05-01;dls;fate unknown;;,,,,,,
lyco;2013-03-26;;talek;;;2013-06-10;;;;;2014-02-27;;;57.5;;2013-08-19;;;4;;2016-05-01;fission;pond;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
lyle;2008-10-30;;talek;;;2009-05-30;;;;;2009-06-24;;;10.5;;2009-06-11;;;12.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-04-20;dls;inferred dead;;,,,,,,
lyon;NA;;unknown;;;2019-01-14;;;;;NA;;;;;NA;;;;;2019-01-14;dispersal;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lyx;NA;;mara.river;;;2001-07-26;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-11-02;dls;fate unknown;;,,,,,,
lzzo;2019-07-15;;happy.zebra;;;2019-09-16;;;;;2020-07-15;error;;58.5;Cub automatically den graduated based on birthdate, error term skewed due to pandemic;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-13;dls;;;,,,,,
m1000;NA;;serena.n;;;2008-07-08;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008-07-08;dls;;;,,,,,,
m110;NA;;fig.tree;;;1993-01-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1993-01-03;dls;;;check EventStatus and EventData,,,,,,
m111;NA;;mara.river;;;2005-12-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-12-06;dls;hyenas;;,,,,,,
m130;NA;;fig.tree;;;1992-12-30;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1992-12-30;dls;;;check EventStatus and EventData,,,,,,
m131;NA;;fig.tree;;;1992-12-30;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1992-12-30;dls;;;check EventStatus and EventData,,,,,,
m326;NA;;;;;2006-10-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2006-10-13;dead;;;lions,,,,,,
m361;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m378;NA;;llion;;;2001-05-29;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m383;NA;;sandriv;;;2002-04-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m385;NA;;llion;;;2000-11-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m389;NA;;emarti w;;;2000-08-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m392;NA;;emarti w;;;2000-08-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m394;NA;;llion;;;2000-08-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m396;NA;;emarti w;;;2000-08-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m397;NA;;emarti w;;;2000-08-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m398;NA;;llion;;;2000-08-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m399;NA;;serena e;;;2000-07-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m404;NA;;fig.tree;;;2000-05-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
m412;NA;;fig.tree;;;2000-05-30;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
m422;NA;;fig.tree;;;2000-06-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
m424;NA;;mara.river;;;2000-06-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
m431;NA;;mara.river;;;2000-06-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
m434;NA;;scomfort;;;2000-06-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m442;NA;;emarti h;;;2000-06-14;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m443;NA;;emarti h;;;2000-06-14;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m447;NA;;mara.river;;;2000-06-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
m450;NA;;mara.river;;;2000-06-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
m451;NA;;mara.river;;;2000-06-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
m459;NA;;scomfort;;;2000-06-29;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m460;NA;;;;;2001-02-07;;;;;NA;;;;;NA;;;;;NA;dispersal;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-01-02;dead;humans;;,,,,,,
m464;NA;;ftbump;;;2000-07-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m469;NA;;llion;;;2000-07-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m470;NA;;llion;;;2000-07-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m471;NA;;fig.tree;;;2001-02-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-13;dls;;;check EventStatus and EventData,,,,,,
m473;NA;;scomfort;;;2000-07-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m475;NA;;fig.tree;;;2000-07-14;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
m483;NA;;llion;;;2000-07-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m495;NA;;scomfort;;;2000-07-27;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m499;NA;;emarti w;;;2000-07-31;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m752;NA;;;;;2004-09-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-09-17;dls;fate unknown;;,,,,,,
m764;NA;;FT;;;2004-12-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-12-03;dls;fate unknown;;,,,,,,
m836;NA;;;;;2011-01-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-01-11;dls;fate unknown;;,,,,,,
m849;NA;;;;;2011-04-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-04-04;dead;;;unknown,,,,,,
m851;NA;;;;;2003-02-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
m857;NA;;;;;2005-05-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-05-21;dead;;;speared, humans,,,,,
m984;NA;;mara.river;;;2001-08-15;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-08-15;dead;lions;;,,,,,,
maa;2012-10-12;;talek;;;2012-12-29;;;;;2013-07-29;;;0;;2013-09-16;;;1.5;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-10-27;dls;;;,,,,,,
mab;2005-06-18;;airstrip;;;2005-06-30;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-07-11;;;;,,,,,,
